iter	Accuracy	Logloss
123	0.7943124714	0.4427204675
124	0.7944266788	0.4422752584
125	0.7943124714	0.4419371484
126	0.7945408862	0.4414311412
127	0.7947693011	0.4409171961
128	0.7948835085	0.4405197431
129	0.7952261307	0.4401131189
130	0.7951119233	0.4397677163
131	0.7952261307	0.4394389728
132	0.7955687529	0.4390523425
133	0.7954545455	0.4386775485
134	0.7955687529	0.4382814416
135	0.7955687529	0.4380464336
136	0.7957971677	0.4377736399
137	0.7956829603	0.4374273085
138	0.7962539973	0.4370327446
139	0.7962539973	0.4366276238
140	0.7962539973	0.4363069329
141	0.7964824121	0.4359366002
142	0.7962539973	0.4357339746
143	0.7964824121	0.4353322915
144	0.7962539973	0.4350202782
145	0.7964824121	0.4346550886
146	0.7962539973	0.4342551822
147	0.7963682047	0.4338301087
148	0.7962539973	0.4335266186
149	0.7964824121	0.4332669033
150	0.7963682047	0.4328914022
151	0.7967108269	0.4325702916
152	0.7968250343	0.4322047806
153	0.7970534491	0.431925183
154	0.7971676565	0.4316659543
155	0.7970534491	0.4313025214
156	0.7969392417	0.4310292626
157	0.7969392417	0.430687619
158	0.7968250343	0.4303909734
159	0.7972818639	0.430064628
160	0.7973960713	0.4297396147
161	0.7972818639	0.4294352163
162	0.7972818639	0.4291403655
163	0.7973960713	0.4287662633
164	0.7971676565	0.4285539138
165	0.7976244861	0.4283082964
166	0.7976244861	0.4280335087
167	0.7977386935	0.4276846531
168	0.7977386935	0.427457641
169	0.7979671083	0.4271221341
170	0.7980813157	0.4268581193
171	0.7980813157	0.4266317848
172	0.7977386935	0.4264005098
173	0.7978529009	0.4262046155
174	0.7978529009	0.4259892496
175	0.7980813157	0.4257784191
176	0.7978529009	0.4255660268
177	0.7979671083	0.4253387507
178	0.7978529009	0.4251753396
179	0.7978529009	0.4249461336
180	0.7979671083	0.4247211279
181	0.7983097305	0.4245547595
182	0.7984239379	0.4243887582
183	0.7985381453	0.424135635
184	0.7985381453	0.4239152157
185	0.7984239379	0.4237379952
186	0.7984239379	0.4234288894
187	0.7985381453	0.4232350077
188	0.7986523527	0.4229414022
189	0.7988807675	0.4227863528
190	0.7991091823	0.4226055255
191	0.7994518045	0.4223907449
192	0.7994518045	0.4222135987
193	0.7993375971	0.4219910127
194	0.7994518045	0.4217820338
195	0.7995660119	0.4214997086
196	0.7994518045	0.4212629162
197	0.7995660119	0.4209285569
198	0.7996802193	0.4206782498
199	0.7999086341	0.4205171168
200	0.8001370489	0.420308572
201	0.8001370489	0.4200577419
202	0.8000228415	0.4198962071
203	0.8004796711	0.4197206453
204	0.8004796711	0.4195420009
205	0.8005938785	0.4193252103
206	0.8004796711	0.4191329518
207	0.8005938785	0.4189660998
208	0.8005938785	0.4188323049
209	0.8008222933	0.4186695737
210	0.8010507081	0.4183818917
211	0.8010507081	0.4181098452
212	0.8010507081	0.4179763863
213	0.8010507081	0.417757726
214	0.8008222933	0.4175627231
215	0.8010507081	0.417307155
216	0.8010507081	0.4170613709
217	0.8010507081	0.416858898
218	0.8008222933	0.4166826978
219	0.8008222933	0.416602713
220	0.8009365007	0.4163709378
221	0.8010507081	0.4161088458
222	0.8010507081	0.4159588892
223	0.8009365007	0.4158670309
224	0.8011649155	0.4156613188
225	0.8011649155	0.4153430038
226	0.8013933303	0.4150949234
227	0.8011649155	0.4149649123
228	0.8012791229	0.4147671954
229	0.8013933303	0.4145694404
230	0.8013933303	0.4144041654
231	0.8015075377	0.414316428
232	0.8015075377	0.4141731677
233	0.8012791229	0.4139987226
234	0.8019643673	0.4138010277
235	0.8020785747	0.413609842
236	0.8018501599	0.4134850866
237	0.8018501599	0.4133792155
238	0.8021927821	0.4132415475
239	0.8033348561	0.4131262659
240	0.8033348561	0.4129431824
241	0.8031064413	0.4127914004
242	0.8031064413	0.4127042316
243	0.8028780265	0.4125140176
244	0.8032206487	0.412283965
245	0.8029922339	0.4121383665
246	0.8029922339	0.4119479842
247	0.8031064413	0.4117660599
248	0.8031064413	0.4116425201
249	0.8031064413	0.4115705964
250	0.8031064413	0.4113888401
251	0.8031064413	0.4113279452
252	0.8029922339	0.4112265996
253	0.8032206487	0.4110967763
254	0.8032206487	0.4109821808
255	0.8033348561	0.4108383428
256	0.8033348561	0.4106446069
257	0.8033348561	0.4104997968
258	0.8033348561	0.4103077616
259	0.8035632709	0.4102162104
260	0.8034490635	0.410071341
261	0.8037916857	0.4098087765
262	0.8039058931	0.409646934
263	0.8040201005	0.40948884
264	0.8039058931	0.4093548109
265	0.8039058931	0.4092293997
266	0.8039058931	0.4091210968
267	0.8040201005	0.4090208228
268	0.8052763819	0.4089242972
269	0.8052763819	0.4088373613
270	0.8053905893	0.4087057389
271	0.8051621745	0.4085854742
272	0.8053905893	0.408470676
273	0.8057332115	0.4083916802
274	0.8056190041	0.4083193343
275	0.8055047967	0.4082274279
276	0.8055047967	0.408113031
277	0.8056190041	0.4080109114
278	0.8057332115	0.4079278997
279	0.8058474189	0.4078466906
280	0.8058474189	0.407680275
281	0.8058474189	0.4075933418
282	0.8058474189	0.407460039
283	0.8058474189	0.4073077143
284	0.8058474189	0.4072132292
285	0.8058474189	0.4071087635
286	0.8058474189	0.4070336216
287	0.8059616263	0.4069424289
288	0.8059616263	0.4067572436
289	0.8063042485	0.4065551135
290	0.8063042485	0.406403085
291	0.8065326633	0.4062841238
292	0.8065326633	0.4061509754
293	0.8066468707	0.406044322
294	0.8065326633	0.4059883213
295	0.8066468707	0.4058803217
296	0.8066468707	0.4057122177
297	0.8066468707	0.4056150404
298	0.8065326633	0.4055375902
299	0.8066468707	0.4053419067
300	0.8067610781	0.4052471552
301	0.8066468707	0.4051712515
302	0.8066468707	0.4050542496
303	0.8066468707	0.404939603
304	0.8067610781	0.4047972583
305	0.8072179077	0.4046430155
306	0.8071037003	0.4044779412
307	0.8072179077	0.404343887
308	0.8072179077	0.4041967118
309	0.8074463225	0.4040801295
310	0.8075605299	0.4039632204
311	0.8076747373	0.4038816446
312	0.8075605299	0.4038154966
313	0.8076747373	0.40373587
314	0.8077889447	0.4036072205
315	0.8077889447	0.4035084171
316	0.8079031521	0.403443261
317	0.8080173595	0.4033366887
318	0.8080173595	0.4032519856
319	0.8079031521	0.4031471587
320	0.8080173595	0.4030007505
321	0.8080173595	0.4029484106
322	0.8082457743	0.402827401
323	0.8081315669	0.4027200325
324	0.8081315669	0.4026261583
325	0.8081315669	0.402525202
326	0.8081315669	0.402454927
327	0.8081315669	0.4022996305
328	0.8082457743	0.4021977119
329	0.8084741891	0.4020500471
330	0.8083599817	0.4019799537
331	0.8083599817	0.4018064795
332	0.8081315669	0.4017279653
333	0.8080173595	0.4016556631
334	0.8080173595	0.4015336347
335	0.8080173595	0.4014386169
336	0.8080173595	0.4013244835
337	0.8080173595	0.4011109427
338	0.8080173595	0.4009531273
339	0.8080173595	0.4008923354
340	0.8080173595	0.4008172009
341	0.8081315669	0.4007471164
342	0.8081315669	0.4006609896
343	0.8081315669	0.4005574194
344	0.8082457743	0.4005065902
345	0.8083599817	0.4004118318
346	0.8083599817	0.4003347089
347	0.8084741891	0.4001913938
348	0.8085883965	0.4001044831
349	0.8083599817	0.4000106826
350	0.8085883965	0.3998128899
351	0.8085883965	0.3997255062
352	0.8085883965	0.3996485278
353	0.8085883965	0.3995958908
354	0.8088168113	0.399482133
355	0.8090452261	0.3993357045
356	0.8089310187	0.3991487463
357	0.8089310187	0.3990748841
358	0.8089310187	0.3990015581
359	0.8089310187	0.3989291472
360	0.8091594335	0.3988176317
361	0.8091594335	0.3986852607
362	0.8090452261	0.3986410344
363	0.8091594335	0.398482961
364	0.8091594335	0.3983808559
365	0.8090452261	0.3983027504
366	0.8092736409	0.3982507524
367	0.8091594335	0.3981900767
368	0.8091594335	0.3981459989
369	0.8091594335	0.3980505925
370	0.8092736409	0.3979910675
371	0.8091594335	0.3978654965
372	0.8093878483	0.3978028004
373	0.8098446779	0.3976191373
374	0.8099588853	0.3975459688
375	0.8098446779	0.3974272829
376	0.8100730927	0.3972217801
377	0.8099588853	0.39710745
378	0.8099588853	0.3970222726
379	0.8100730927	0.3969323422
380	0.8100730927	0.396876492
381	0.8101873001	0.3967993029
382	0.8101873001	0.3967265746
383	0.8101873001	0.3966188386
384	0.8101873001	0.3965290162
385	0.8100730927	0.3964228667
386	0.8100730927	0.3963464652
387	0.8100730927	0.3961531909
388	0.8100730927	0.3960565858
389	0.8100730927	0.3959747794
390	0.8100730927	0.395934186
391	0.8101873001	0.3958702175
392	0.8100730927	0.3958021995
393	0.8100730927	0.3957160478
394	0.8101873001	0.3955720874
395	0.8101873001	0.3954925469
396	0.8103015075	0.3953282037
397	0.8104157149	0.3952147324
398	0.8104157149	0.3951294894
399	0.8105299223	0.3950470383
400	0.8106441297	0.394973502
401	0.8105299223	0.3949036077
402	0.8106441297	0.394827525
403	0.8107583371	0.394756532
404	0.8107583371	0.3946735299
405	0.8107583371	0.3946061412
406	0.8106441297	0.394534601
407	0.8107583371	0.3944693053
408	0.8106441297	0.3943106966
409	0.8106441297	0.3942508244
410	0.8106441297	0.3941970739
411	0.8106441297	0.3941637069
412	0.8106441297	0.3941100324
413	0.8108725445	0.3940121673
414	0.8112151667	0.3939066166
415	0.8112151667	0.3938463247
416	0.8113293741	0.3937461552
417	0.8113293741	0.3936709211
418	0.8112151667	0.3936008022
419	0.8111009593	0.3935187988
420	0.8111009593	0.3934800975
421	0.8111009593	0.3934216737
422	0.8111009593	0.3933255202
423	0.8111009593	0.393278604
424	0.8114435815	0.3931808551
425	0.8114435815	0.393082179
426	0.8114435815	0.3930392004
427	0.8114435815	0.3929889244
428	0.8114435815	0.3929054241
429	0.8115577889	0.3928581858
430	0.8116719963	0.392796602
431	0.8116719963	0.392729425
432	0.8116719963	0.3926586829
433	0.8115577889	0.3926066889
434	0.8115577889	0.3925427908
435	0.8115577889	0.3924875951
436	0.8117862037	0.3923727015
437	0.8117862037	0.3922490889
438	0.8117862037	0.3921664329
439	0.8117862037	0.3920615105
440	0.8117862037	0.3919886719
441	0.8119004111	0.3919445548
442	0.8120146185	0.3918754481
443	0.8121288259	0.3917725259
444	0.8120146185	0.3917264915
445	0.8120146185	0.391603987
446	0.8123572407	0.3915493467
447	0.8123572407	0.3914424407
448	0.8123572407	0.3913868833
449	0.8124714481	0.3912937916
450	0.8124714481	0.3912491643
451	0.8123572407	0.3911951695
452	0.8122430333	0.3910712901
453	0.8122430333	0.3910001106
454	0.8124714481	0.3909474269
455	0.8124714481	0.3909105373
456	0.8124714481	0.390846576
457	0.812699863	0.3907320477
458	0.8128140704	0.3906734783
459	0.8128140704	0.3906089871
460	0.8128140704	0.3905329282
461	0.8128140704	0.3904549439
462	0.8129282778	0.3903206428
463	0.8131566926	0.3902488583
464	0.8130424852	0.3901984759
465	0.8132709	0.3901080381
466	0.8132709	0.390035731
467	0.8136135222	0.3899424882
468	0.8136135222	0.3898596974
469	0.8136135222	0.3898165651
470	0.8136135222	0.3897475816
471	0.8136135222	0.3896513818
472	0.8136135222	0.3895959486
473	0.8136135222	0.3895433663
474	0.813841937	0.389426315
475	0.813841937	0.3893617219
476	0.813841937	0.3893273462
477	0.813841937	0.38927507
478	0.8139561444	0.3892294785
479	0.8139561444	0.3890721211
480	0.8139561444	0.3890147779
481	0.813841937	0.3889616803
482	0.813841937	0.3888818606
483	0.813841937	0.3888101407
484	0.8139561444	0.3887420865
485	0.813841937	0.3886731503
486	0.813841937	0.388619617
487	0.8139561444	0.3885577681
488	0.8142987666	0.3884954167
489	0.8141845592	0.3884413961
490	0.8146413888	0.388389459
491	0.8142987666	0.388283984
492	0.814412974	0.3882461905
493	0.8145271814	0.388167675
494	0.814412974	0.3880708392
495	0.814412974	0.3880125374
496	0.8145271814	0.3879210192
497	0.8145271814	0.387871441
498	0.8146413888	0.387823533
499	0.8145271814	0.387733624
500	0.8146413888	0.3876940651
501	0.8146413888	0.387620889
502	0.814412974	0.3875500859
503	0.814412974	0.3875156461
504	0.814412974	0.3874744528
505	0.814412974	0.3874412556
506	0.814412974	0.3873519781
507	0.814412974	0.3873149559
508	0.814412974	0.3872549229
509	0.814412974	0.3871990821
510	0.814412974	0.3871337694
511	0.814412974	0.3871025656
512	0.814412974	0.3870369056
513	0.8146413888	0.3869802095
514	0.8145271814	0.3869611468
515	0.8145271814	0.386828651
516	0.8146413888	0.3867516536
517	0.8146413888	0.3866864862
518	0.8146413888	0.3865903745
519	0.8146413888	0.3865452816
520	0.8146413888	0.3865057791
521	0.8147555962	0.3864106509
522	0.8147555962	0.3862904662
523	0.8147555962	0.386257778
524	0.8148698036	0.3860922392
525	0.8148698036	0.3860241281
526	0.8148698036	0.3859719287
527	0.8152124258	0.3857985109
528	0.8152124258	0.3857291182
529	0.8150982184	0.3856655731
530	0.8150982184	0.3855762758
531	0.814984011	0.3855112946
532	0.8150982184	0.3854457664
533	0.8150982184	0.3853957578
534	0.8150982184	0.3853373439
535	0.8150982184	0.3852807758
536	0.8150982184	0.3850869689
537	0.8150982184	0.3850210869
538	0.8152124258	0.3849816774
539	0.8153266332	0.3849301508
540	0.8153266332	0.3849017427
541	0.815555048	0.3847895118
542	0.815555048	0.3847431573
543	0.8153266332	0.3846511522
544	0.8154408406	0.384616913
545	0.8153266332	0.3845544418
546	0.8154408406	0.3844982598
547	0.8154408406	0.3844374167
548	0.8154408406	0.3843684143
549	0.815555048	0.3843099888
550	0.8154408406	0.384241925
551	0.8154408406	0.384190639
552	0.815555048	0.3841090777
553	0.8156692554	0.3840124884
554	0.8156692554	0.3839323639
555	0.815555048	0.3838840199
556	0.8156692554	0.383794193
557	0.8156692554	0.3837116334
558	0.8157834628	0.3836141981
559	0.8158976702	0.3835484147
560	0.815555048	0.3835027787
561	0.815555048	0.3834462953
562	0.815555048	0.3833631404
563	0.815555048	0.3833214882
564	0.815555048	0.3832593565
565	0.815555048	0.3831888115
566	0.815555048	0.3831119051
567	0.815555048	0.3830407348
568	0.815555048	0.3830056696
569	0.815555048	0.3829419724
570	0.815555048	0.38288311
571	0.815555048	0.3828419217
572	0.815555048	0.3827760801
573	0.815555048	0.3827074297
574	0.8156692554	0.3825920956
575	0.8156692554	0.3825384748
576	0.8157834628	0.3824899162
577	0.8158976702	0.3824262778
578	0.8158976702	0.3823551104
579	0.8158976702	0.3822919093
580	0.8157834628	0.3821778769
581	0.8157834628	0.3821065512
582	0.8157834628	0.3820394511
583	0.8157834628	0.3819006201
584	0.8156692554	0.3818481263
585	0.8157834628	0.3818054472
586	0.8156692554	0.3817558916
587	0.8160118776	0.38166971
588	0.816126085	0.3815993133
589	0.8162402924	0.3815483039
590	0.8162402924	0.3814989959
591	0.8163544998	0.3814342488
592	0.816126085	0.3812571261
593	0.8162402924	0.3812059565
594	0.8162402924	0.3811390636
595	0.8163544998	0.3810748598
596	0.8164687072	0.3810025087
597	0.8164687072	0.3809468028
598	0.8164687072	0.3808989631
599	0.8165829146	0.380840359
600	0.8165829146	0.380779726
601	0.8165829146	0.38069132
602	0.816697122	0.3805805532
603	0.8164687072	0.3804853135
604	0.8165829146	0.3804356044
605	0.8164687072	0.3803903635
606	0.8164687072	0.3803301568
607	0.8165829146	0.3802601288
608	0.816697122	0.3802002229
609	0.816697122	0.3801511603
610	0.8165829146	0.3800897884
611	0.8165829146	0.3798942913
612	0.8165829146	0.3798335693
613	0.8165829146	0.379775823
614	0.8169255368	0.3796850177
615	0.8169255368	0.3796359058
616	0.8170397442	0.3795661154
617	0.8171539516	0.3795120696
618	0.8171539516	0.3794623914
619	0.8171539516	0.3793714774
620	0.8171539516	0.379318262
621	0.8173823664	0.3792182755
622	0.8174965738	0.3790847367
623	0.8174965738	0.3790120765
624	0.8176107812	0.3789612687
625	0.8177249886	0.3788980516
626	0.8174965738	0.3788451824
627	0.8176107812	0.3788050331
628	0.8174965738	0.3787175111
629	0.8177249886	0.3785920502
630	0.817839196	0.3785289866
631	0.817839196	0.3784728219
632	0.817839196	0.3784251561
633	0.817839196	0.3783188578
634	0.8177249886	0.3781823527
635	0.8176107812	0.3781363253
636	0.8177249886	0.3780918915
637	0.8177249886	0.378026072
638	0.8179534034	0.3779758934
639	0.8180676108	0.377899645
640	0.8180676108	0.3778109474
641	0.8181818182	0.3777427497
642	0.8181818182	0.3776974081
643	0.8181818182	0.3776423272
644	0.8181818182	0.3775948328
645	0.8181818182	0.3775350687
646	0.8182960256	0.377480052
647	0.8182960256	0.3774231074
648	0.8182960256	0.3773800166
649	0.8182960256	0.3773218119
650	0.818410233	0.3772679105
651	0.818410233	0.3772222102
652	0.8185244404	0.3771629442
653	0.8187528552	0.3771010857
654	0.8187528552	0.3770553635
655	0.8187528552	0.3769787696
656	0.8187528552	0.3769420738
657	0.8188670626	0.376878495
658	0.81898127	0.3767186854
659	0.8188670626	0.3766641377
660	0.8188670626	0.3766020771
661	0.8188670626	0.3765503877
662	0.81898127	0.3765116126
663	0.8190954774	0.3764611255
664	0.8190954774	0.3763918292
665	0.8190954774	0.3763319359
666	0.81898127	0.3761478265
667	0.81898127	0.376096544
668	0.81898127	0.3760100788
669	0.81898127	0.3759404471
670	0.81898127	0.3758778964
671	0.81898127	0.3758384837
672	0.81898127	0.3757128763
673	0.81898127	0.3756194344
674	0.81898127	0.3755992862
675	0.81898127	0.3754912323
676	0.81898127	0.3754086882
677	0.81898127	0.3753291943
678	0.81898127	0.3752774456
679	0.81898127	0.3752364006
680	0.81898127	0.3751750149
681	0.81898127	0.3751156449
682	0.81898127	0.375073716
683	0.8188670626	0.3748992133
684	0.8190954774	0.3748364181
685	0.8193238922	0.3747102636
686	0.8192096848	0.374612406
687	0.8192096848	0.3745604867
688	0.8192096848	0.3745179783
689	0.8192096848	0.3744749232
690	0.8192096848	0.374401668
691	0.8192096848	0.3742824866
692	0.8193238922	0.3741622699
693	0.8194380996	0.374114447
694	0.8193238922	0.3740727295
695	0.8194380996	0.3740289605
696	0.8194380996	0.3739648343
697	0.8194380996	0.3739025473
698	0.8194380996	0.373865055
699	0.819552307	0.3738182409
700	0.819552307	0.3737748146
701	0.8194380996	0.3737263528
702	0.819552307	0.3736466391
703	0.8196665144	0.3735994352
704	0.8198949292	0.373459333
705	0.8196665144	0.3733523313
706	0.8197807218	0.3732779891
707	0.8197807218	0.37323975
708	0.8198949292	0.3732082001
709	0.8198949292	0.37315655
710	0.8200091366	0.3730978762
711	0.820123344	0.3730440626
712	0.820123344	0.3730018371
713	0.8202375514	0.3729461998
714	0.8202375514	0.3728949556
715	0.8208085884	0.372826007
716	0.8211512106	0.3727514111
717	0.8211512106	0.372702839
718	0.8211512106	0.3726610426
719	0.8211512106	0.3725968217
720	0.8211512106	0.3725063954
721	0.8211512106	0.3724611563
722	0.8211512106	0.3724100831
723	0.8211512106	0.3723565314
724	0.8211512106	0.3723119584
725	0.821265418	0.3722810975
726	0.8211512106	0.3721972261
727	0.8210370032	0.3721658958
728	0.8210370032	0.3721378341
729	0.8210370032	0.3720904807
730	0.8211512106	0.3720329514
731	0.8213796254	0.3719914337
732	0.8213796254	0.3719098022
733	0.8213796254	0.3718826696
734	0.8213796254	0.3718528486
735	0.8211512106	0.3718092917
736	0.8213796254	0.3717338318
737	0.8213796254	0.3716783783
738	0.821265418	0.3715903348
739	0.8211512106	0.3715388205
740	0.821265418	0.3714769625
741	0.8211512106	0.3714543959
742	0.8214938328	0.371391104
743	0.8216080402	0.3713571949
744	0.8214938328	0.3712821803
745	0.8214938328	0.3712284338
746	0.8214938328	0.37116322
747	0.8216080402	0.371132325
748	0.8214938328	0.3710760056
749	0.8216080402	0.3710266221
750	0.821836455	0.37089329
751	0.821836455	0.3708701739
752	0.8216080402	0.3707940478
753	0.8216080402	0.3707592491
754	0.8214938328	0.3706851031
755	0.8214938328	0.3706322165
756	0.8216080402	0.3705591256
757	0.8216080402	0.3704982556
758	0.8216080402	0.3704616156
759	0.8216080402	0.37041131
760	0.8216080402	0.3703523333
761	0.8217222476	0.3702768666
762	0.8217222476	0.3702099132
763	0.821836455	0.370159023
764	0.821836455	0.3700760303
765	0.8221790772	0.3699475024
766	0.8216080402	0.3698807411
767	0.8216080402	0.3698206749
768	0.8217222476	0.3697577493
769	0.8216080402	0.3696989809
770	0.8217222476	0.3696291602
771	0.8219506624	0.3695851234
772	0.8219506624	0.3695468458
773	0.8220648698	0.369503492
774	0.8220648698	0.3694863475
775	0.8219506624	0.3694451058
776	0.8220648698	0.3694043827
777	0.8221790772	0.3693215724
778	0.8220648698	0.3692645227
779	0.8219506624	0.3692172048
780	0.8220648698	0.3691904992
781	0.8221790772	0.3691347607
782	0.8221790772	0.3691010861
783	0.8222932846	0.3690645342
784	0.822407492	0.3690241184
785	0.822407492	0.368992007
786	0.8225216994	0.3689442792
787	0.8222932846	0.3688972186
788	0.8222932846	0.3688306144
789	0.8222932846	0.3687063963
790	0.8225216994	0.3686425579
791	0.8225216994	0.3686212448
792	0.8227501142	0.3685784726
793	0.8225216994	0.368502918
794	0.8225216994	0.3684711637
795	0.8225216994	0.368422098
796	0.8226359068	0.368361842
797	0.8226359068	0.3683183627
798	0.8226359068	0.3682662867
799	0.8226359068	0.3682393798
800	0.8226359068	0.3681947477
801	0.8226359068	0.3681678148
802	0.8226359068	0.3681202888
803	0.8228643216	0.3680658522
804	0.8228643216	0.3679980904
805	0.822978529	0.3679504935
806	0.822978529	0.3679124854
807	0.822978529	0.3678849405
808	0.822978529	0.367861011
809	0.822978529	0.3677979739
810	0.822978529	0.3677472863
811	0.822978529	0.3677330418
812	0.8230927364	0.3676378113
813	0.8232069438	0.3675953776
814	0.8232069438	0.3675383737
815	0.8230927364	0.3674714454
816	0.8230927364	0.367352228
817	0.8232069438	0.3672646974
818	0.8232069438	0.3672146985
819	0.8232069438	0.3671652326
820	0.8233211512	0.3671383991
821	0.8233211512	0.3670878675
822	0.8233211512	0.3670459856
823	0.8232069438	0.3670140896
824	0.8232069438	0.3669968147
825	0.8233211512	0.3669303637
826	0.8232069438	0.3668922702
827	0.8232069438	0.3668733529
828	0.8232069438	0.3668352847
829	0.8233211512	0.3667818251
830	0.8232069438	0.3667416632
831	0.8230927364	0.3666324987
832	0.8230927364	0.3666016017
833	0.822978529	0.3665335962
834	0.8230927364	0.3664998668
835	0.8230927364	0.366462523
836	0.8232069438	0.3664080888
837	0.8230927364	0.3663590317
838	0.822978529	0.3663197901
839	0.8230927364	0.3662259396
840	0.8234353586	0.3661258204
841	0.8236637734	0.3660762311
842	0.8236637734	0.3660419155
843	0.8236637734	0.3659920025
844	0.823549566	0.3659310221
845	0.8236637734	0.3658855094
846	0.823549566	0.3658328371
847	0.823549566	0.3658141286
848	0.823549566	0.3657903289
849	0.823549566	0.3657702268
850	0.823549566	0.3655965046
851	0.823549566	0.3655240775
852	0.8234353586	0.3654962477
853	0.8234353586	0.3654492498
854	0.8234353586	0.365423548
855	0.8234353586	0.3653364441
856	0.8234353586	0.36528406
857	0.823549566	0.3652367971
858	0.823549566	0.3652061826
859	0.823549566	0.3651438206
860	0.8237779808	0.364969862
861	0.8237779808	0.3649219289
862	0.8237779808	0.3648979034
863	0.8237779808	0.3648478518
864	0.824120603	0.3646911395
865	0.8238921882	0.3646014974
866	0.8238921882	0.3645732207
867	0.824120603	0.3645105091
868	0.824120603	0.3644798858
869	0.8240063956	0.3644075855
870	0.8242348104	0.3643210035
871	0.82469164	0.3642479666
872	0.8245774326	0.3641879884
873	0.8245774326	0.3641202175
874	0.8245774326	0.3640928652
875	0.8245774326	0.3640710501
876	0.82469164	0.3640290927
877	0.8245774326	0.3640010852
878	0.82469164	0.3639480721
879	0.8245774326	0.3639090471
880	0.82469164	0.3638155402
881	0.8248058474	0.3637183487
882	0.8248058474	0.3636610832
883	0.8248058474	0.3635941356
884	0.8248058474	0.3635694466
885	0.8248058474	0.3635323717
886	0.8249200548	0.3634907126
887	0.8249200548	0.3634691639
888	0.8249200548	0.363447288
