iter	Accuracy	Logloss
889	0.8249200548	0.3633971552
890	0.8249200548	0.3633403944
891	0.8249200548	0.3631774097
892	0.8249200548	0.363098594
893	0.8249200548	0.3630810243
894	0.8249200548	0.3630610906
895	0.8249200548	0.3630243131
896	0.8250342622	0.3629880832
897	0.8249200548	0.3628724165
898	0.8249200548	0.3628275895
899	0.8249200548	0.3627953933
900	0.8249200548	0.3627728976
901	0.8250342622	0.3627378328
902	0.8250342622	0.3626978638
903	0.8251484696	0.3626288038
904	0.8251484696	0.3625916801
905	0.825262677	0.3625361815
906	0.8254910918	0.3624781059
907	0.8256052992	0.3624234505
908	0.8257195066	0.3623583297
909	0.8257195066	0.3623187756
910	0.8257195066	0.3622915047
911	0.8257195066	0.3622698297
912	0.8256052992	0.3622043587
913	0.8256052992	0.3621831578
914	0.8254910918	0.3621472201
915	0.8256052992	0.3620964844
916	0.8256052992	0.3620581331
917	0.8257195066	0.3620188604
918	0.8257195066	0.3619744363
919	0.8256052992	0.3619285396
920	0.8256052992	0.3618892738
921	0.8256052992	0.3618260775
922	0.8256052992	0.361790805
923	0.8259479214	0.3617202811
924	0.8259479214	0.3617029678
925	0.8259479214	0.3616795403
926	0.8259479214	0.3616307975
927	0.825833714	0.3615952579
928	0.8260621288	0.3615391141
929	0.8260621288	0.3615074769
930	0.8260621288	0.3614680944
931	0.8261763362	0.3613964409
932	0.8261763362	0.3613206709
933	0.8260621288	0.3613039231
934	0.8259479214	0.3612693391
935	0.8260621288	0.3611994533
936	0.825833714	0.3611298985
937	0.8259479214	0.361069105
938	0.8261763362	0.3609938007
939	0.8259479214	0.3609328639
940	0.8259479214	0.3608859846
941	0.8259479214	0.3608700856
942	0.8260621288	0.3608347003
943	0.8259479214	0.3608013334
944	0.8259479214	0.3607409017
945	0.8259479214	0.3607103603
946	0.8259479214	0.3606910456
947	0.8262905436	0.3606186129
948	0.8261763362	0.3606034678
949	0.8262905436	0.3605723556
950	0.8265189584	0.3604732775
951	0.8266331658	0.3604312427
952	0.8266331658	0.3604059288
953	0.8266331658	0.3603830033
954	0.8268615806	0.3603221794
955	0.8268615806	0.3602444451
956	0.8267473732	0.360136532
957	0.8267473732	0.3600913181
958	0.8268615806	0.3600176188
959	0.8268615806	0.3599697829
960	0.826975788	0.3599337635
961	0.826975788	0.3598766023
962	0.826975788	0.3598340412
963	0.826975788	0.359793199
964	0.826975788	0.3597620402
965	0.826975788	0.359746755
966	0.826975788	0.3597271523
967	0.826975788	0.3596966594
968	0.826975788	0.3596631486
969	0.826975788	0.3596418803
970	0.826975788	0.3595771439
971	0.826975788	0.3595600657
972	0.826975788	0.3595292379
973	0.826975788	0.359500303
974	0.826975788	0.3594673184
975	0.826975788	0.35940466
976	0.8270899954	0.3593163345
977	0.8270899954	0.3592900718
978	0.826975788	0.3592579826
979	0.8270899954	0.3592259818
980	0.8272042028	0.3591983348
981	0.8270899954	0.359158032
982	0.8273184102	0.3590642897
983	0.8273184102	0.3590042259
984	0.8273184102	0.3589665274
985	0.8274326176	0.3589206121
986	0.8274326176	0.3588662323
987	0.827546825	0.358830378
988	0.827546825	0.3587790612
989	0.827546825	0.3587366602
990	0.827546825	0.3587059643
991	0.827546825	0.3586828035
992	0.8276610324	0.3586156217
993	0.8277752398	0.3584975428
994	0.8276610324	0.3584515738
995	0.8276610324	0.3583891605
996	0.8276610324	0.3583660872
997	0.8276610324	0.3583464129
998	0.8276610324	0.3583219629
999	0.8276610324	0.3582657151
1000	0.8276610324	0.3582115141
1001	0.8276610324	0.3581825457
1002	0.8276610324	0.3581283139
1003	0.8277752398	0.3580455711
1004	0.8277752398	0.3580157678
1005	0.8277752398	0.3579893507
1006	0.8277752398	0.3579546486
1007	0.8277752398	0.3579162291
1008	0.8277752398	0.3578350239
1009	0.8277752398	0.3577853133
1010	0.8277752398	0.3577675926
1011	0.8277752398	0.3577448369
1012	0.8277752398	0.3576866614
1013	0.8278894472	0.3576365287
1014	0.8278894472	0.3575901244
1015	0.8280036546	0.3575262052
1016	0.8280036546	0.3575074109
1017	0.8280036546	0.3574682198
1018	0.828117862	0.3574388169
1019	0.8280036546	0.3573783084
1020	0.8282320694	0.3573435248
1021	0.828117862	0.3572988158
1022	0.8282320694	0.3572860843
1023	0.828117862	0.3572425623
1024	0.828117862	0.3571950886
1025	0.828117862	0.3571638863
1026	0.828117862	0.3571375786
1027	0.828117862	0.3571271878
1028	0.828117862	0.3570960543
1029	0.828117862	0.3570440446
1030	0.8282320694	0.3569821603
1031	0.8282320694	0.3569516788
1032	0.828117862	0.3569297304
1033	0.8282320694	0.3569152952
1034	0.8282320694	0.356879304
1035	0.8282320694	0.3568641101
1036	0.8282320694	0.3568482233
1037	0.8282320694	0.3568246075
1038	0.8282320694	0.3567768664
1039	0.828117862	0.3567613664
1040	0.8282320694	0.3567006444
1041	0.8283462768	0.356651574
1042	0.8283462768	0.3566157672
1043	0.8283462768	0.3565835724
1044	0.8283462768	0.3565550625
1045	0.8282320694	0.3565088021
1046	0.8283462768	0.3564910009
1047	0.8284604842	0.356437175
1048	0.8283462768	0.3563481319
1049	0.8283462768	0.3563253632
1050	0.8284604842	0.3562826137
1051	0.8284604842	0.3562482883
1052	0.8284604842	0.3562019027
1053	0.8284604842	0.3561903665
1054	0.8284604842	0.3561272938
1055	0.8285746916	0.3560762285
1056	0.8284604842	0.3560317423
1057	0.8284604842	0.3560141225
1058	0.8285746916	0.3559030924
1059	0.8285746916	0.3558674398
1060	0.828688899	0.3558342203
1061	0.828688899	0.3558102229
1062	0.8285746916	0.3557612993
1063	0.8285746916	0.355742838
1064	0.8285746916	0.3557310444
1065	0.8285746916	0.3557099878
1066	0.828688899	0.3556926849
1067	0.828688899	0.3556452091
1068	0.8288031064	0.3556003835
1069	0.8288031064	0.3555630007
1070	0.8288031064	0.3555294122
1071	0.828688899	0.3554736506
1072	0.8285746916	0.3554575148
1073	0.8285746916	0.3554437579
1074	0.828688899	0.3554220096
1075	0.828688899	0.3553619013
1076	0.828688899	0.3553244702
1077	0.828688899	0.3552763625
1078	0.8288031064	0.3552476011
1079	0.8288031064	0.355212743
1080	0.8289173138	0.3551798736
1081	0.8289173138	0.3551597741
1082	0.8290315212	0.355114994
1083	0.8289173138	0.355079116
1084	0.8289173138	0.355034831
1085	0.8291457286	0.3549500982
1086	0.8291457286	0.3549295828
1087	0.8291457286	0.3548871703
1088	0.8291457286	0.3548646213
1089	0.8291457286	0.3548171743
1090	0.8291457286	0.3547826216
1091	0.829259936	0.3547333436
1092	0.8293741434	0.3546732756
1093	0.8294883508	0.3546258678
1094	0.8294883508	0.3545941231
1095	0.8294883508	0.3545626336
1096	0.8294883508	0.3545244879
1097	0.8293741434	0.3545016391
1098	0.8294883508	0.3544765098
1099	0.8294883508	0.354456532
1100	0.8294883508	0.3544298675
1101	0.8294883508	0.3544011702
1102	0.8294883508	0.3543523009
1103	0.8296025582	0.3543426832
1104	0.8296025582	0.3542594599
1105	0.8296025582	0.3542316686
1106	0.8296025582	0.3542059452
1107	0.8296025582	0.354191313
1108	0.8296025582	0.354126934
1109	0.8296025582	0.3540737639
1110	0.8296025582	0.3540361266
1111	0.8294883508	0.353979312
1112	0.8294883508	0.3539665093
1113	0.8294883508	0.3539483765
1114	0.8296025582	0.3539220722
1115	0.8297167656	0.3538448995
1116	0.8296025582	0.3538185266
1117	0.8296025582	0.3537709544
1118	0.8294883508	0.3537279202
1119	0.8294883508	0.3536649004
1120	0.8294883508	0.3536437614
1121	0.8296025582	0.3535929849
1122	0.8296025582	0.3535664612
1123	0.8296025582	0.3535388864
1124	0.8296025582	0.3535244515
1125	0.8296025582	0.353469703
1126	0.8297167656	0.3534240399
1127	0.829830973	0.3533813931
1128	0.8297167656	0.3533108374
1129	0.829830973	0.3532474245
1130	0.829830973	0.3532131564
1131	0.829830973	0.3531820385
1132	0.8297167656	0.3530675515
1133	0.8297167656	0.3530434808
1134	0.8297167656	0.3529803785
1135	0.8297167656	0.3529571923
1136	0.8296025582	0.3529145914
1137	0.8296025582	0.35290338
1138	0.8296025582	0.352832927
1139	0.8296025582	0.3527997619
1140	0.8297167656	0.3527598525
1141	0.8297167656	0.3527287064
1142	0.8297167656	0.3526980182
1143	0.8297167656	0.352653181
1144	0.8297167656	0.3526221098
1145	0.8297167656	0.35257964
1146	0.829830973	0.3525597616
1147	0.829830973	0.3525212381
1148	0.829830973	0.3524832585
1149	0.829830973	0.352456487
1150	0.829830973	0.3524007353
1151	0.8299451804	0.3523614715
1152	0.8300593878	0.3523455007
1153	0.8300593878	0.352325526
1154	0.8302878026	0.3523128074
1155	0.8302878026	0.3522835292
1156	0.8302878026	0.3522647015
1157	0.8302878026	0.3522453804
1158	0.8302878026	0.352214124
1159	0.8302878026	0.3521393531
1160	0.8302878026	0.3521164721
1161	0.8302878026	0.3521059259
1162	0.8302878026	0.3520783164
1163	0.8302878026	0.3520564267
1164	0.8304020101	0.3520101826
1165	0.8305162175	0.3519776968
1166	0.8304020101	0.3519283658
1167	0.8306304249	0.3518727571
1168	0.8305162175	0.351762967
1169	0.8305162175	0.3517464955
1170	0.8308588397	0.35166809
1171	0.8309730471	0.3516396216
1172	0.8308588397	0.3516293531
1173	0.8308588397	0.3515581595
1174	0.8308588397	0.3515438854
1175	0.8308588397	0.3515321983
1176	0.8308588397	0.3514972358
1177	0.8308588397	0.3514705917
1178	0.8309730471	0.351387256
1179	0.8309730471	0.3513440285
1180	0.8309730471	0.3513285627
1181	0.8309730471	0.3512941114
1182	0.8309730471	0.3512346014
1183	0.8309730471	0.3512030687
1184	0.8310872545	0.3511741044
1185	0.8310872545	0.3511488109
1186	0.8310872545	0.3511082498
1187	0.8312014619	0.3510740443
1188	0.8312014619	0.3510302686
1189	0.8312014619	0.3509898859
1190	0.8312014619	0.3509680815
1191	0.8310872545	0.3508692997
1192	0.8310872545	0.3508527124
1193	0.8312014619	0.3508117013
1194	0.8312014619	0.3507532801
1195	0.8312014619	0.3507154454
1196	0.8312014619	0.3506569085
1197	0.8312014619	0.35061689
1198	0.8312014619	0.3505746252
1199	0.8313156693	0.3505337195
1200	0.8314298767	0.3504387068
1201	0.8314298767	0.350410066
1202	0.8315440841	0.3503173821
1203	0.8315440841	0.3502571722
1204	0.8315440841	0.3502208966
1205	0.8316582915	0.3501862927
1206	0.8317724989	0.3501415657
1207	0.8316582915	0.3501300264
1208	0.8316582915	0.35009244
1209	0.8316582915	0.3500365004
1210	0.8316582915	0.3500074343
1211	0.8316582915	0.3499858233
1212	0.8316582915	0.3499619743
1213	0.8316582915	0.3499434458
1214	0.8317724989	0.349921261
1215	0.8317724989	0.3498585399
1216	0.8317724989	0.3498362891
1217	0.8317724989	0.3497843399
1218	0.8317724989	0.3497467645
1219	0.8316582915	0.3497287673
1220	0.8316582915	0.3496879027
1221	0.8317724989	0.3496630166
1222	0.8318867063	0.3496449302
1223	0.8318867063	0.3496366369
1224	0.8318867063	0.349610248
1225	0.8320009137	0.3495448275
1226	0.8320009137	0.3494903281
1227	0.8320009137	0.3494453474
1228	0.8320009137	0.3494014999
1229	0.8321151211	0.3493331669
1230	0.8321151211	0.3493228942
1231	0.8321151211	0.3492764244
1232	0.8321151211	0.3492255732
1233	0.8321151211	0.3492071176
1234	0.8321151211	0.349181028
1235	0.8321151211	0.3491557025
1236	0.8321151211	0.3491348331
1237	0.8321151211	0.3491069503
1238	0.8321151211	0.3490678492
1239	0.8322293285	0.3490466118
1240	0.8322293285	0.3490320863
1241	0.8323435359	0.3489782205
1242	0.8323435359	0.3489033844
1243	0.8323435359	0.3488858114
1244	0.8323435359	0.3488394945
1245	0.8323435359	0.3487513098
1246	0.8325719507	0.3487172794
1247	0.8325719507	0.3486813461
1248	0.8325719507	0.3485985713
1249	0.8325719507	0.3485743053
1250	0.8325719507	0.3485558572
1251	0.8326861581	0.3485159544
1252	0.8326861581	0.3484845425
1253	0.8326861581	0.3484408904
1254	0.8326861581	0.3484264421
1255	0.8326861581	0.3483743896
1256	0.8328003655	0.3483459357
1257	0.8328003655	0.3483216805
1258	0.8328003655	0.3482992281
1259	0.8328003655	0.3482778643
1260	0.8328003655	0.3482309393
1261	0.8328003655	0.3482069861
1262	0.8328003655	0.3481520276
1263	0.8328003655	0.3481351601
1264	0.8329145729	0.3481181102
1265	0.8329145729	0.348089462
1266	0.8328003655	0.3480405221
1267	0.8328003655	0.3479805821
1268	0.8328003655	0.3479589385
1269	0.8328003655	0.3479199543
1270	0.8329145729	0.3478933488
1271	0.8329145729	0.3478715939
1272	0.8329145729	0.347799369
1273	0.8330287803	0.347767225
1274	0.8330287803	0.3477358141
1275	0.8329145729	0.3477215323
1276	0.8330287803	0.3476658105
1277	0.8331429877	0.3476430896
1278	0.8331429877	0.3476142835
1279	0.8332571951	0.347587053
1280	0.8332571951	0.3475741601
1281	0.8330287803	0.3475548013
1282	0.8331429877	0.3475389983
1283	0.8331429877	0.3475203179
1284	0.8331429877	0.3474917697
1285	0.8332571951	0.3474666244
1286	0.8331429877	0.3474033537
1287	0.8330287803	0.3473610639
1288	0.8332571951	0.347336044
1289	0.8332571951	0.3473129268
1290	0.8331429877	0.3472314507
1291	0.8331429877	0.3472091169
1292	0.8332571951	0.3471453752
1293	0.8331429877	0.3470958977
1294	0.8331429877	0.3470794638
1295	0.8331429877	0.3470527202
1296	0.8331429877	0.3470011215
1297	0.8331429877	0.3469792815
1298	0.8333714025	0.3469546353
1299	0.8333714025	0.3469399458
1300	0.8333714025	0.3469222097
1301	0.8333714025	0.3468999093
1302	0.8334856099	0.3468788785
1303	0.8334856099	0.346817546
1304	0.8335998173	0.3467708531
1305	0.8335998173	0.3467510688
1306	0.8337140247	0.3467159425
1307	0.8337140247	0.3466879525
1308	0.8337140247	0.3466712138
1309	0.8337140247	0.3466510416
1310	0.8337140247	0.346561196
1311	0.8337140247	0.3465067389
1312	0.8337140247	0.3464584111
1313	0.8337140247	0.3464268289
1314	0.8335998173	0.3463501875
1315	0.8335998173	0.3463286465
1316	0.8335998173	0.346307818
1317	0.8335998173	0.3462683806
1318	0.8335998173	0.3462445775
1319	0.8337140247	0.3461668796
1320	0.8337140247	0.3461481042
1321	0.8337140247	0.3460985412
1322	0.8337140247	0.3460757158
1323	0.8337140247	0.3460237027
1324	0.8337140247	0.3460079347
1325	0.8338282321	0.3459483023
1326	0.8339424395	0.3458706886
1327	0.8339424395	0.3458490937
1328	0.8339424395	0.345844515
1329	0.8339424395	0.3458052507
1330	0.8339424395	0.3457428137
1331	0.8339424395	0.3457028127
1332	0.8340566469	0.3456755409
1333	0.8340566469	0.3456549286
1334	0.8341708543	0.345618209
1335	0.8341708543	0.3455797549
1336	0.8341708543	0.3455498758
1337	0.8341708543	0.3455142497
1338	0.8340566469	0.3454404353
1339	0.8340566469	0.3453938877
1340	0.8341708543	0.3453359205
1341	0.8342850617	0.3453130562
1342	0.8342850617	0.3452918275
1343	0.8342850617	0.3452470026
1344	0.8343992691	0.3451678023
1345	0.8343992691	0.3451384539
1346	0.8343992691	0.3451348731
1347	0.8343992691	0.3451078599
1348	0.8342850617	0.3450955594
1349	0.8342850617	0.3450840199
1350	0.8343992691	0.3450297352
1351	0.8343992691	0.3449602456
1352	0.8343992691	0.3449312452
1353	0.8345134765	0.3448796764
1354	0.8346276839	0.3448384764
1355	0.8346276839	0.344796788
1356	0.8346276839	0.3447799528
1357	0.8346276839	0.3447605803
1358	0.8346276839	0.3446981098
1359	0.8346276839	0.3446822374
1360	0.8347418913	0.3446319708
1361	0.8347418913	0.3446070195
1362	0.8347418913	0.3445701345
1363	0.8348560987	0.3445149336
1364	0.8348560987	0.3444709396
1365	0.8348560987	0.3443924666
1366	0.8348560987	0.3443413393
1367	0.8348560987	0.3443039342
1368	0.8348560987	0.3442776784
1369	0.8348560987	0.3442410247
1370	0.8348560987	0.344206508
1371	0.8348560987	0.3441869925
1372	0.8348560987	0.344164792
1373	0.8348560987	0.344134903
1374	0.8348560987	0.3441109177
1375	0.8348560987	0.3440744853
1376	0.8348560987	0.3440400677
1377	0.8347418913	0.3440048437
1378	0.8347418913	0.3439307658
1379	0.8347418913	0.3438745819
1380	0.8348560987	0.3438374367
1381	0.8348560987	0.3437468757
1382	0.8348560987	0.3437323614
1383	0.8348560987	0.3437150373
1384	0.8348560987	0.343691843
1385	0.8349703061	0.3436123066
1386	0.8349703061	0.3435723235
1387	0.8350845135	0.3435504138
1388	0.8350845135	0.3435140913
1389	0.8351987209	0.3434768978
1390	0.8350845135	0.3434636032
1391	0.8350845135	0.343424295
1392	0.8351987209	0.3434076832
1393	0.8351987209	0.3433927428
1394	0.8349703061	0.3433407506
1395	0.8350845135	0.3432928598
1396	0.8351987209	0.3432661982
1397	0.8351987209	0.3432472719
1398	0.8351987209	0.3432106746
1399	0.8351987209	0.3431951089
1400	0.8351987209	0.3431733605
1401	0.8351987209	0.3431517924
1402	0.8351987209	0.3431112309
1403	0.8351987209	0.3430744289
1404	0.8351987209	0.3430650669
1405	0.8351987209	0.3430273872
1406	0.8350845135	0.3430021982
1407	0.8350845135	0.3429625021
1408	0.8350845135	0.3429317777
1409	0.8350845135	0.3429010998
1410	0.8350845135	0.3428852804
1411	0.8350845135	0.3428297678
1412	0.8350845135	0.3428049519
1413	0.8350845135	0.3427808142
1414	0.8350845135	0.3427775751
1415	0.8350845135	0.3427693256
1416	0.8351987209	0.3426907236
1417	0.8351987209	0.3426440737
1418	0.8353129283	0.3426110177
1419	0.8353129283	0.342576385
1420	0.8353129283	0.3425537109
1421	0.8351987209	0.3425250474
1422	0.8351987209	0.3425029661
1423	0.8354271357	0.342424553
1424	0.8356555505	0.3423415007
1425	0.8356555505	0.3423018759
1426	0.8356555505	0.3422654176
1427	0.8356555505	0.342232912
1428	0.8356555505	0.3422004594
1429	0.8356555505	0.3421820277
1430	0.8357697579	0.3421485182
1431	0.8357697579	0.3421078363
1432	0.8357697579	0.3420659907
1433	0.8359981727	0.342000683
1434	0.8359981727	0.341970583
1435	0.8358839653	0.341926217
1436	0.8358839653	0.3418880615
1437	0.8358839653	0.3418575147
1438	0.8358839653	0.341845613
1439	0.8358839653	0.3418342068
1440	0.8359981727	0.3418081144
1441	0.8359981727	0.3417895344
1442	0.8359981727	0.3417686181
1443	0.8359981727	0.3417137354
1444	0.8361123801	0.3416588033
1445	0.8361123801	0.3416185417
1446	0.8361123801	0.3415933329
1447	0.8362265875	0.3415272952
1448	0.8362265875	0.341492066
1449	0.8361123801	0.341444569
1450	0.8361123801	0.341399512
1451	0.8359981727	0.3413464727
1452	0.8363407949	0.3412642004
1453	0.8363407949	0.3412487124
1454	0.8363407949	0.3412064449
1455	0.8363407949	0.3411805177
1456	0.8363407949	0.3411480875
1457	0.8363407949	0.3411292185
1458	0.8363407949	0.3411075462
1459	0.8363407949	0.3410486591
1460	0.8365692097	0.3410375592
1461	0.8365692097	0.340970204
1462	0.8365692097	0.3409479829
1463	0.8365692097	0.3409287116
1464	0.8365692097	0.3409004474
1465	0.8365692097	0.3408845139
1466	0.8365692097	0.3408615347
1467	0.8365692097	0.3408133373
1468	0.8366834171	0.340747454
1469	0.8366834171	0.3407105933
1470	0.8367976245	0.3406758907
1471	0.8367976245	0.3406357227
1472	0.8367976245	0.3405764415
1473	0.8367976245	0.3405202815
1474	0.8367976245	0.3404826962
1475	0.8367976245	0.3404328742
1476	0.8367976245	0.3404159561
1477	0.8367976245	0.3403903736
1478	0.8369118319	0.3403597216
1479	0.8369118319	0.3403273365
1480	0.8369118319	0.3403063785
1481	0.8369118319	0.3402797114
1482	0.8370260393	0.340266753
1483	0.8371402467	0.3402235817
1484	0.8372544541	0.3401744738
1485	0.8372544541	0.340154908
1486	0.8372544541	0.3401389146
1487	0.8372544541	0.3401057628
1488	0.8372544541	0.3400919405
1489	0.8372544541	0.3400456979
1490	0.8372544541	0.3400105941
1491	0.8373686615	0.3399803887
1492	0.8372544541	0.339949813
1493	0.8372544541	0.3399288577
1494	0.8371402467	0.3398882207
1495	0.8371402467	0.3398640129
1496	0.8371402467	0.3398295715
1497	0.8371402467	0.3398194805
1498	0.8371402467	0.3397945382
1499	0.8371402467	0.3397643812
1500	0.8371402467	0.3397396064
1501	0.8371402467	0.3397153975
1502	0.8372544541	0.3396908236
1503	0.8372544541	0.3396763245
1504	0.8372544541	0.3396603938
1505	0.8372544541	0.3396340374
1506	0.8373686615	0.3396046893
1507	0.8373686615	0.3395810696
1508	0.8373686615	0.3395566868
1509	0.8373686615	0.339504775
1510	0.8373686615	0.3394667091
1511	0.8374828689	0.3394146509
1512	0.8374828689	0.3393631389
1513	0.8374828689	0.3393401202
1514	0.8374828689	0.3393181093
1515	0.8374828689	0.3392995797
1516	0.8374828689	0.3392485343
1517	0.8374828689	0.3392374194
1518	0.8374828689	0.3392226025
1519	0.8374828689	0.339206442
1520	0.8374828689	0.3391819413
1521	0.8374828689	0.3391790435
1522	0.8374828689	0.3391664683
1523	0.8374828689	0.3391280898
1524	0.8374828689	0.3391135883
1525	0.8374828689	0.3390714967
1526	0.8374828689	0.339045119
1527	0.8375970763	0.3390234191
1528	0.8375970763	0.3389947971
1529	0.8375970763	0.3389564876
1530	0.8375970763	0.3389513059
1531	0.8375970763	0.3389323989
1532	0.8375970763	0.3388969267
1533	0.8375970763	0.3388598169
1534	0.8375970763	0.3388127828
1535	0.8377112837	0.3387623117
1536	0.8377112837	0.3387233682
1537	0.8377112837	0.3386936657
1538	0.8377112837	0.3386206512
1539	0.8377112837	0.3385780286
1540	0.8377112837	0.33855882
1541	0.8377112837	0.3385099164
1542	0.8377112837	0.338463042
1543	0.8377112837	0.3384102428
1544	0.8377112837	0.338382118
1545	0.8377112837	0.3383355022
1546	0.8377112837	0.3382736593
1547	0.8379396985	0.3382234657
1548	0.8379396985	0.338202481
1549	0.8379396985	0.3381793051
1550	0.8379396985	0.3381532564
1551	0.8380539059	0.338105718
1552	0.8380539059	0.3380616433
1553	0.8381681133	0.3379816213
1554	0.8381681133	0.3379423442
1555	0.8380539059	0.3378829374
1556	0.8380539059	0.3378788516
1557	0.8381681133	0.3378405013
1558	0.8381681133	0.3378117177
1559	0.8381681133	0.3377891309
1560	0.8379396985	0.3377427436
1561	0.8379396985	0.3377290712
1562	0.8381681133	0.3377000769
1563	0.8382823207	0.337649539
1564	0.8383965281	0.3376119807
1565	0.8383965281	0.337597752
1566	0.8383965281	0.3375835114
1567	0.8383965281	0.337576168
1568	0.8383965281	0.3375493212
1569	0.8383965281	0.3375203147
1570	0.8382823207	0.3374857965
1571	0.8383965281	0.3374368814
1572	0.8383965281	0.3374335162
1573	0.8382823207	0.3374065853
1574	0.8383965281	0.3373510226
1575	0.8382823207	0.3373137045
1576	0.8382823207	0.3372977693
1577	0.8382823207	0.337250812
1578	0.8383965281	0.3372222006
1579	0.8385107355	0.3371466111
1580	0.8385107355	0.3371338727
1581	0.8385107355	0.3371063785
1582	0.8383965281	0.3370320391
1583	0.8386249429	0.3369604438
1584	0.8386249429	0.3369180426
1585	0.8386249429	0.3368605949
1586	0.8386249429	0.3368198449
1587	0.8386249429	0.3367904061
1588	0.8386249429	0.3367581796
1589	0.8387391503	0.3367057734
1590	0.8388533577	0.3366695722
1591	0.8388533577	0.3366553228
1592	0.8388533577	0.3366513155
1593	0.8388533577	0.3366387709
1594	0.8388533577	0.3365954321
1595	0.8388533577	0.3365742919
1596	0.8388533577	0.3365567537
1597	0.8388533577	0.3365354983
1598	0.8387391503	0.3365101354
1599	0.8387391503	0.336495825
